grid_id,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9
197,"('Boston   Red Sox', 'Los Angeles Dodgers')","('Boston   Red Sox', 'Atlanta Braves')","('Boston   Red Sox', 'Oakland Athletics')","('Detroit Tigers', 'Los Angeles Dodgers')","('Detroit Tigers', 'Atlanta Braves')","('Detroit Tigers', 'Oakland Athletics')","('Chicago Cubs', 'Los Angeles Dodgers')","('Chicago Cubs', 'Atlanta Braves')","('Chicago Cubs', 'Oakland Athletics')"
198,"('St. Louis Cardinals', 'Houston Astros')","('St. Louis Cardinals', 'Baltimore Orioles')","('St. Louis Cardinals', 'All Star')","('Seattle Mariners', 'Houston Astros')","('Seattle Mariners', 'Baltimore Orioles')","('Seattle Mariners', 'All Star')","('Miami Marlins', 'Houston Astros')","('Miami Marlins', 'Baltimore Orioles')","('Miami Marlins', 'All Star')"
199,"('Philadelphia Phillies', 'Milwaukee Brewers')","('Philadelphia Phillies', 'Boston   Red Sox')","('Philadelphia Phillies', 'Hall of Fame')","('Los Angeles Angels', 'Milwaukee Brewers')","('Los Angeles Angels', 'Boston   Red Sox')","('Los Angeles Angels', 'Hall of Fame')","('Pittsburgh Pirates', 'Milwaukee Brewers')","('Pittsburgh Pirates', 'Boston   Red Sox')","('Pittsburgh Pirates', 'Hall of Fame')"
200,"('Atlanta Braves', '200+ Hits Season Batting')","('Atlanta Braves', '200+ K Season Pitching')","('Atlanta Braves', '200+ Wins Career Pitching')","('Los Angeles Dodgers', '200+ Hits Season Batting')","('Los Angeles Dodgers', '200+ K Season Pitching')","('Los Angeles Dodgers', '200+ Wins Career Pitching')","('Philadelphia Phillies', '200+ Hits Season Batting')","('Philadelphia Phillies', '200+ K Season Pitching')","('Philadelphia Phillies', '200+ Wins Career Pitching')"
201,"('New York Yankees', 'Minnesota Twins')","('New York Yankees', '≤ 3.00 ERA Season')","('New York Yankees', 'Only One Team')","('Cleveland Guardians', 'Minnesota Twins')","('Cleveland Guardians', '≤ 3.00 ERA Season')","('Cleveland Guardians', 'Only One Team')","('Washington Nationals', 'Minnesota Twins')","('Washington Nationals', '≤ 3.00 ERA Season')","('Washington Nationals', 'Only One Team')"
202,"('Toronto  Blue Jays', '100+ Run Season Batting')","('Toronto  Blue Jays', '30+ HR Season Batting')","('Toronto  Blue Jays', '40+ 2B Season Batting')","('Texas Rangers', '100+ Run Season Batting')","('Texas Rangers', '30+ HR Season Batting')","('Texas Rangers', '40+ 2B Season Batting')","('New York Mets', '100+ Run Season Batting')","('New York Mets', '30+ HR Season Batting')","('New York Mets', '40+ 2B Season Batting')"
203,"('San Diego Padres', 'Houston Astros')","('San Diego Padres', 'Oakland Athletics')","('San Diego Padres', '2000+ Hits Career Batting')","('San Francisco Giants', 'Houston Astros')","('San Francisco Giants', 'Oakland Athletics')","('San Francisco Giants', '2000+ Hits Career Batting')","('Cincinnati Reds', 'Houston Astros')","('Cincinnati Reds', 'Oakland Athletics')","('Cincinnati Reds', '2000+ Hits Career Batting')"
204,"('St. Louis Cardinals', 'Atlanta Braves')","('St. Louis Cardinals', '.300+ AVG Season Batting')","('St. Louis Cardinals', 'Born Outside US 50 States and DC')","('Pittsburgh Pirates', 'Atlanta Braves')","('Pittsburgh Pirates', '.300+ AVG Season Batting')","('Pittsburgh Pirates', 'Born Outside US 50 States and DC')","('Seattle Mariners', 'Atlanta Braves')","('Seattle Mariners', '.300+ AVG Season Batting')","('Seattle Mariners', 'Born Outside US 50 States and DC')"
205,"('Detroit Tigers', 'Kansas City Royals')","('Detroit Tigers', 'Chicago Cubs')","('Detroit Tigers', '2000+ K Career Pitching')","('Chicago  White Sox', 'Kansas City Royals')","('Chicago  White Sox', 'Chicago Cubs')","('Chicago  White Sox', '2000+ K Career Pitching')","('Los Angeles Angels', 'Kansas City Royals')","('Los Angeles Angels', 'Chicago Cubs')","('Los Angeles Angels', '2000+ K Career Pitching')"
206,"('Baltimore Orioles', 'Texas Rangers')","('Baltimore Orioles', '30+ HR Season Batting')","('Baltimore Orioles', '300+ HR Career Batting')","('Boston   Red Sox', 'Texas Rangers')","('Boston   Red Sox', '30+ HR Season Batting')","('Boston   Red Sox', '300+ HR Career Batting')","('Philadelphia Phillies', 'Texas Rangers')","('Philadelphia Phillies', '30+ HR Season Batting')","('Philadelphia Phillies', '300+ HR Career Batting')"
207,"('Los Angeles Dodgers', 'San Diego Padres')","('Los Angeles Dodgers', '6+ WAR Season')","('Los Angeles Dodgers', 'Played In Major Negro Lgs')","('Cleveland Guardians', 'San Diego Padres')","('Cleveland Guardians', '6+ WAR Season')","('Cleveland Guardians', 'Played In Major Negro Lgs')","('Hall of Fame', 'San Diego Padres')","('Hall of Fame', '6+ WAR Season')","('Hall of Fame', 'Played In Major Negro Lgs')"
208,"('Colorado Rockies', 'Chicago  White Sox')","('Colorado Rockies', 'Cincinnati Reds')","('Colorado Rockies', '10+ Win Season Pitching')","('Milwaukee Brewers', 'Chicago  White Sox')","('Milwaukee Brewers', 'Cincinnati Reds')","('Milwaukee Brewers', '10+ Win Season Pitching')","('Washington Nationals', 'Chicago  White Sox')","('Washington Nationals', 'Cincinnati Reds')","('Washington Nationals', '10+ Win Season Pitching')"
209,"('40+ HR Season Batting', '40+ WAR Career')","('40+ HR Season Batting', 'Hall of Fame')","('40+ HR Season Batting', 'Gold Glove')","('All Star', '40+ WAR Career')","('All Star', 'Hall of Fame')","('All Star', 'Gold Glove')","('2000+ Hits Career Batting', '40+ WAR Career')","('2000+ Hits Career Batting', 'Hall of Fame')","('2000+ Hits Career Batting', 'Gold Glove')"
210,"('Minnesota Twins', 'Seattle Mariners')","('Minnesota Twins', 'Los Angeles Dodgers')","('Minnesota Twins', '30+ Save Season Pitching')","('New York Yankees', 'Seattle Mariners')","('New York Yankees', 'Los Angeles Dodgers')","('New York Yankees', '30+ Save Season Pitching')","('San Francisco Giants', 'Seattle Mariners')","('San Francisco Giants', 'Los Angeles Dodgers')","('San Francisco Giants', '30+ Save Season Pitching')"
211,"('Detroit Tigers', 'Los Angeles Angels')","('Detroit Tigers', 'Tampa Bay Rays')","('Detroit Tigers', 'Pittsburgh Pirates')","('Arizona Diamondbacks', 'Los Angeles Angels')","('Arizona Diamondbacks', 'Tampa Bay Rays')","('Arizona Diamondbacks', 'Pittsburgh Pirates')","('Los Angeles Dodgers', 'Los Angeles Angels')","('Los Angeles Dodgers', 'Tampa Bay Rays')","('Los Angeles Dodgers', 'Pittsburgh Pirates')"
212,"('St. Louis Cardinals', 'Chicago  White Sox')","('St. Louis Cardinals', 'Pittsburgh Pirates')","('St. Louis Cardinals', 'First Round Draft Pick')","('Oakland Athletics', 'Chicago  White Sox')","('Oakland Athletics', 'Pittsburgh Pirates')","('Oakland Athletics', 'First Round Draft Pick')","('New York Mets', 'Chicago  White Sox')","('New York Mets', 'Pittsburgh Pirates')","('New York Mets', 'First Round Draft Pick')"
213,"('Philadelphia Phillies', 'Toronto  Blue Jays')","('Philadelphia Phillies', '30+ SB Season')","('Philadelphia Phillies', 'MVP')","('Atlanta Braves', 'Toronto  Blue Jays')","('Atlanta Braves', '30+ SB Season')","('Atlanta Braves', 'MVP')","('New York Yankees', 'Toronto  Blue Jays')","('New York Yankees', '30+ SB Season')","('New York Yankees', 'MVP')"
214,"('Detroit Tigers', 'San Francisco Giants')","('Detroit Tigers', 'Miami Marlins')","('Detroit Tigers', '300+ Save Career Pitching')","('Texas Rangers', 'San Francisco Giants')","('Texas Rangers', 'Miami Marlins')","('Texas Rangers', '300+ Save Career Pitching')","('San Diego Padres', 'San Francisco Giants')","('San Diego Padres', 'Miami Marlins')","('San Diego Padres', '300+ Save Career Pitching')"
215,"('Houston Astros', 'Baltimore Orioles')","('Houston Astros', '2000+ Hits Career Batting')","('Houston Astros', '200+ Wins Career Pitching')","('Chicago Cubs', 'Baltimore Orioles')","('Chicago Cubs', '2000+ Hits Career Batting')","('Chicago Cubs', '200+ Wins Career Pitching')","('Boston   Red Sox', 'Baltimore Orioles')","('Boston   Red Sox', '2000+ Hits Career Batting')","('Boston   Red Sox', '200+ Wins Career Pitching')"
216,"('Minnesota Twins', 'Only One Team')","('Minnesota Twins', '≤ 3.00 ERA Season')","('Minnesota Twins', 'Hall of Fame')","('Los Angeles Dodgers', 'Only One Team')","('Los Angeles Dodgers', '≤ 3.00 ERA Season')","('Los Angeles Dodgers', 'Hall of Fame')","('Cincinnati Reds', 'Only One Team')","('Cincinnati Reds', '≤ 3.00 ERA Season')","('Cincinnati Reds', 'Hall of Fame')"
217,"('Cleveland Guardians', 'San Francisco Giants')","('Cleveland Guardians', 'Gold Glove')","('Cleveland Guardians', '100+ Run Season Batting')","('Kansas City Royals', 'San Francisco Giants')","('Kansas City Royals', 'Gold Glove')","('Kansas City Royals', '100+ Run Season Batting')","('St. Louis Cardinals', 'San Francisco Giants')","('St. Louis Cardinals', 'Gold Glove')","('St. Louis Cardinals', '100+ Run Season Batting')"
218,"('Pittsburgh Pirates', 'Baltimore Orioles')","('Pittsburgh Pirates', 'New York Yankees')","('Pittsburgh Pirates', '200+ K Season Pitching')","('Oakland Athletics', 'Baltimore Orioles')","('Oakland Athletics', 'New York Yankees')","('Oakland Athletics', '200+ K Season Pitching')","('Chicago  White Sox', 'Baltimore Orioles')","('Chicago  White Sox', 'New York Yankees')","('Chicago  White Sox', '200+ K Season Pitching')"
219,"('New York Mets', 'San Diego Padres')","('New York Mets', 'Cincinnati Reds')","('New York Mets', '.300+ AVG Career Batting')","('Detroit Tigers', 'San Diego Padres')","('Detroit Tigers', 'Cincinnati Reds')","('Detroit Tigers', '.300+ AVG Career Batting')","('Philadelphia Phillies', 'San Diego Padres')","('Philadelphia Phillies', 'Cincinnati Reds')","('Philadelphia Phillies', '.300+ AVG Career Batting')"
220,"('Atlanta Braves', 'New York Yankees')","('Atlanta Braves', 'Washington Nationals')","('Atlanta Braves', 'Silver Slugger')","('Los Angeles Angels', 'New York Yankees')","('Los Angeles Angels', 'Washington Nationals')","('Los Angeles Angels', 'Silver Slugger')","('Milwaukee Brewers', 'New York Yankees')","('Milwaukee Brewers', 'Washington Nationals')","('Milwaukee Brewers', 'Silver Slugger')"
221,"('Seattle Mariners', 'Oakland Athletics')","('Seattle Mariners', 'Kansas City Royals')","('Seattle Mariners', '200+ Hits Season Batting')","('Texas Rangers', 'Oakland Athletics')","('Texas Rangers', 'Kansas City Royals')","('Texas Rangers', '200+ Hits Season Batting')","('Toronto  Blue Jays', 'Oakland Athletics')","('Toronto  Blue Jays', 'Kansas City Royals')","('Toronto  Blue Jays', '200+ Hits Season Batting')"
222,"('Chicago Cubs', 'Cleveland Guardians')","('Chicago Cubs', '20+ Win Season Pitching')","('Chicago Cubs', 'All Star')","('Boston   Red Sox', 'Cleveland Guardians')","('Boston   Red Sox', '20+ Win Season Pitching')","('Boston   Red Sox', 'All Star')","('Los Angeles Dodgers', 'Cleveland Guardians')","('Los Angeles Dodgers', '20+ Win Season Pitching')","('Los Angeles Dodgers', 'All Star')"
223,"('Hall of Fame', '200+ Wins Career Pitching')","('Hall of Fame', '2000+ K Career Pitching')","('Hall of Fame', 'Born Outside US 50 States and DC')","('All Star', '200+ Wins Career Pitching')","('All Star', '2000+ K Career Pitching')","('All Star', 'Born Outside US 50 States and DC')","('Cy Young', '200+ Wins Career Pitching')","('Cy Young', '2000+ K Career Pitching')","('Cy Young', 'Born Outside US 50 States and DC')"
224,"('Atlanta Braves', 'Minnesota Twins')","('Atlanta Braves', '30+ HR / 30+ SB Season Batting')","('Atlanta Braves', 'Rookie of the Year')","('Cincinnati Reds', 'Minnesota Twins')","('Cincinnati Reds', '30+ HR / 30+ SB Season Batting')","('Cincinnati Reds', 'Rookie of the Year')","('New York Mets', 'Minnesota Twins')","('New York Mets', '30+ HR / 30+ SB Season Batting')","('New York Mets', 'Rookie of the Year')"
225,"('Colorado Rockies', 'Boston   Red Sox')","('Colorado Rockies', 'Houston Astros')","('Colorado Rockies', 'San Francisco Giants')","('Washington Nationals', 'Boston   Red Sox')","('Washington Nationals', 'Houston Astros')","('Washington Nationals', 'San Francisco Giants')","('Chicago  White Sox', 'Boston   Red Sox')","('Chicago  White Sox', 'Houston Astros')","('Chicago  White Sox', 'San Francisco Giants')"
226,"('Pittsburgh Pirates', 'Philadelphia Phillies')","('Pittsburgh Pirates', '200+ Wins Career Pitching')","('Pittsburgh Pirates', '100+ RBI Season Batting')","('Baltimore Orioles', 'Philadelphia Phillies')","('Baltimore Orioles', '200+ Wins Career Pitching')","('Baltimore Orioles', '100+ RBI Season Batting')","('New York Yankees', 'Philadelphia Phillies')","('New York Yankees', '200+ Wins Career Pitching')","('New York Yankees', '100+ RBI Season Batting')"
227,"('Tampa Bay Rays', 'St. Louis Cardinals')","('Tampa Bay Rays', 'Cleveland Guardians')","('Tampa Bay Rays', '6+ WAR Season')","('Detroit Tigers', 'St. Louis Cardinals')","('Detroit Tigers', 'Cleveland Guardians')","('Detroit Tigers', '6+ WAR Season')","('Oakland Athletics', 'St. Louis Cardinals')","('Oakland Athletics', 'Cleveland Guardians')","('Oakland Athletics', '6+ WAR Season')"
228,"('Chicago Cubs', 'Boston   Red Sox')","('Chicago Cubs', 'Texas Rangers')","('Chicago Cubs', 'Only One Team')","('Milwaukee Brewers', 'Boston   Red Sox')","('Milwaukee Brewers', 'Texas Rangers')","('Milwaukee Brewers', 'Only One Team')","('Hall of Fame', 'Boston   Red Sox')","('Hall of Fame', 'Texas Rangers')","('Hall of Fame', 'Only One Team')"
229,"('Seattle Mariners', 'Los Angeles Angels')","('Seattle Mariners', '30+ HR Season Batting')","('Seattle Mariners', '30+ SB Season')","('San Diego Padres', 'Los Angeles Angels')","('San Diego Padres', '30+ HR Season Batting')","('San Diego Padres', '30+ SB Season')","('Minnesota Twins', 'Los Angeles Angels')","('Minnesota Twins', '30+ HR Season Batting')","('Minnesota Twins', '30+ SB Season')"
230,"('Los Angeles Dodgers', 'Born Outside US 50 States and DC')","('Los Angeles Dodgers', '300+ HR Career Batting')","('Los Angeles Dodgers', '40+ WAR Career')","('New York Mets', 'Born Outside US 50 States and DC')","('New York Mets', '300+ HR Career Batting')","('New York Mets', '40+ WAR Career')","('Toronto  Blue Jays', 'Born Outside US 50 States and DC')","('Toronto  Blue Jays', '300+ HR Career Batting')","('Toronto  Blue Jays', '40+ WAR Career')"
231,"('Cincinnati Reds', 'Baltimore Orioles')","('Cincinnati Reds', '.300+ AVG Season Batting')","('Cincinnati Reds', 'First Round Draft Pick')","('Atlanta Braves', 'Baltimore Orioles')","('Atlanta Braves', '.300+ AVG Season Batting')","('Atlanta Braves', 'First Round Draft Pick')","('San Francisco Giants', 'Baltimore Orioles')","('San Francisco Giants', '.300+ AVG Season Batting')","('San Francisco Giants', 'First Round Draft Pick')"
232,"('Detroit Tigers', 'Minnesota Twins')","('Detroit Tigers', 'Milwaukee Brewers')","('Detroit Tigers', 'Philadelphia Phillies')","('Arizona Diamondbacks', 'Minnesota Twins')","('Arizona Diamondbacks', 'Milwaukee Brewers')","('Arizona Diamondbacks', 'Philadelphia Phillies')","('Kansas City Royals', 'Minnesota Twins')","('Kansas City Royals', 'Milwaukee Brewers')","('Kansas City Royals', 'Philadelphia Phillies')"
233,"('Chicago  White Sox', 'Miami Marlins')","('Chicago  White Sox', 'Cleveland Guardians')","('Chicago  White Sox', 'Gold Glove')","('New York Yankees', 'Miami Marlins')","('New York Yankees', 'Cleveland Guardians')","('New York Yankees', 'Gold Glove')","('Pittsburgh Pirates', 'Miami Marlins')","('Pittsburgh Pirates', 'Cleveland Guardians')","('Pittsburgh Pirates', 'Gold Glove')"
234,"('Chicago Cubs', 'Houston Astros')","('Chicago Cubs', 'Washington Nationals')","('Chicago Cubs', '100+ Run Season Batting')","('Los Angeles Dodgers', 'Houston Astros')","('Los Angeles Dodgers', 'Washington Nationals')","('Los Angeles Dodgers', '100+ Run Season Batting')","('Philadelphia Phillies', 'Houston Astros')","('Philadelphia Phillies', 'Washington Nationals')","('Philadelphia Phillies', '100+ Run Season Batting')"
235,"('Atlanta Braves', 'St. Louis Cardinals')","('Atlanta Braves', 'Oakland Athletics')","('Atlanta Braves', 'Hall of Fame')","('Houston Astros', 'St. Louis Cardinals')","('Houston Astros', 'Oakland Athletics')","('Houston Astros', 'Hall of Fame')","('.300+ AVG Career Batting', 'St. Louis Cardinals')","('.300+ AVG Career Batting', 'Oakland Athletics')","('.300+ AVG Career Batting', 'Hall of Fame')"
236,"('Boston   Red Sox', 'New York Yankees')","('Boston   Red Sox', '10+ HR Season Batting')","('Boston   Red Sox', '10+ Win Season Pitching')","('San Francisco Giants', 'New York Yankees')","('San Francisco Giants', '10+ HR Season Batting')","('San Francisco Giants', '10+ Win Season Pitching')","('Cincinnati Reds', 'New York Yankees')","('Cincinnati Reds', '10+ HR Season Batting')","('Cincinnati Reds', '10+ Win Season Pitching')"
237,"('Hall of Fame', 'MVP')","('Hall of Fame', 'Cy Young')","('Hall of Fame', 'Rookie of the Year')","('All Star', 'MVP')","('All Star', 'Cy Young')","('All Star', 'Rookie of the Year')","('First Round Draft Pick', 'MVP')","('First Round Draft Pick', 'Cy Young')","('First Round Draft Pick', 'Rookie of the Year')"
238,"('Detroit Tigers', 'New York Mets')","('Detroit Tigers', 'Born Outside US 50 States and DC')","('Detroit Tigers', 'Only One Team')","('Baltimore Orioles', 'New York Mets')","('Baltimore Orioles', 'Born Outside US 50 States and DC')","('Baltimore Orioles', 'Only One Team')","('Los Angeles Angels', 'New York Mets')","('Los Angeles Angels', 'Born Outside US 50 States and DC')","('Los Angeles Angels', 'Only One Team')"
239,"('Texas Rangers', 'Toronto  Blue Jays')","('Texas Rangers', 'San Diego Padres')","('Texas Rangers', '100+ RBI Season Batting')","('Seattle Mariners', 'Toronto  Blue Jays')","('Seattle Mariners', 'San Diego Padres')","('Seattle Mariners', '100+ RBI Season Batting')","('Minnesota Twins', 'Toronto  Blue Jays')","('Minnesota Twins', 'San Diego Padres')","('Minnesota Twins', '100+ RBI Season Batting')"
240,"('Pittsburgh Pirates', 'Atlanta Braves')","('Pittsburgh Pirates', '300+ HR Career Batting')","('Pittsburgh Pirates', '≤ 3.00 ERA Season')","('Milwaukee Brewers', 'Atlanta Braves')","('Milwaukee Brewers', '300+ HR Career Batting')","('Milwaukee Brewers', '≤ 3.00 ERA Season')","('Chicago  White Sox', 'Atlanta Braves')","('Chicago  White Sox', '300+ HR Career Batting')","('Chicago  White Sox', '≤ 3.00 ERA Season')"
